,uniform,onlystocks,sixtyforty,riskparity
1982-12-22,-0.021382316543816282,-0.12609189517018327,-0.043402272128850394,-0.07480460342650064
1982-12-23,-0.01852196185221011,-0.11495711225497363,-0.03575568748366997,-0.07146684575908258
1982-12-24,-0.01287016612995151,-0.11495711225497363,-0.03305950279351566,-0.06777309936978393
1982-12-27,-0.002886525046269961,-0.08399047138943383,-0.01224876464186575,-0.059841144591670226
1982-12-28,-0.009971194834637487,-0.10210271859407094,-0.026672186318193014,-0.06456960414020707
1982-12-29,-0.0005963916965839866,-0.09617851807953681,-0.021193228678034526,-0.05867058673075254
1982-12-30,-0.0012076048181998145,-0.10789619805034634,-0.023639177941869094,-0.06071882332860712
1982-12-31,-0.0011391993631949537,-0.10402578884401337,-0.014617725054786757,-0.05843948953686706
1983-01-03,-0.011727720910678086,-0.133400569190945,-0.03953268831882817,-0.06492973900181709
1983-01-04,-0.000313728365668009,-0.0956351430564738,-0.01571804333224658,-0.057887424303928126
1983-01-05,0.0,-0.08803011869793165,-0.013078801902225434,-0.052552531498699095
1983-01-06,0.0,-0.04557698467894622,0.0,-0.04052416931167291
1983-01-07,-0.0033374686003522225,-0.04683541348223241,-0.0022451010081622202,-0.041002754977380484
1983-01-10,0.0,-0.025902746188509074,0.0,-0.023990425295463358
1983-01-11,0.0,-0.0392522943687158,-0.006210980027538282,-0.01735968342334182
1983-01-12,0.0,-0.027334574309207604,0.0,-0.01264201797704645
1983-01-13,0.0,-0.04014227481521748,-0.008698018968167354,-0.007490581581598765
1983-01-14,-0.0003261244108382355,-0.0280998249995551,-0.00013331373373148825,-0.006292341390977119
1983-01-17,0.0,-0.027249080253969993,-0.0035765535282026306,-0.0018706545538004216
1983-01-18,-0.01632025949329341,-0.03156935339731437,-0.014420261637047904,-0.014690815122743173
1983-01-19,-0.011925173811625278,-0.04659516357861415,-0.023273399958424368,-0.014218290668369438
1983-01-20,-0.02800120407788509,-0.0332831473973767,-0.028230986664280033,-0.028373079047126604
1983-01-21,-0.04124375552544246,-0.06560624186547126,-0.05474634997787431,-0.039746857245213874
1983-01-24,-0.06195420330326484,-0.11608385122814424,-0.08210599675970798,-0.051407908100390975
1983-01-25,-0.060065281125610825,-0.09367367483367917,-0.0744996138507501,-0.05312830994919071
1983-01-26,-0.057929026104242665,-0.09643096221145553,-0.07313052959515998,-0.0523301282577886
1983-01-27,-0.046926470440467494,-0.06164857667878676,-0.05221381521034685,-0.04539764633631549
1983-01-28,-0.05686676057252771,-0.05860133566838088,-0.058143664775941795,-0.054692320746867584
1983-01-31,-0.045175893695964975,-0.048383677722404705,-0.0508022041117,-0.048229337834742925
1983-02-01,-0.04304233331000307,-0.07910844184560684,-0.06994982953792506,-0.04599993442518224
1983-02-02,-0.055355235930002133,-0.07570337994418275,-0.07187648113218903,-0.053767715854887266
1983-02-03,-0.05366433546883975,-0.062483766135001506,-0.07026994961532285,-0.05599144979676729
1983-02-04,-0.047609303859064034,-0.03812387938632167,-0.052633568332676406,-0.05002954089444345
1983-02-07,-0.056304318681161813,-0.02780143377186539,-0.04766538329485548,-0.05479799495021043
1983-02-08,-0.06120050624088813,-0.04415493975324558,-0.061277077480333064,-0.061773797733784
1983-02-09,-0.052039125202401504,-0.05341481218384303,-0.053600128540609915,-0.05042184012550888
1983-02-10,-0.03690632180516484,-0.020850699257114136,-0.03102775233070587,-0.03717770697617517
1983-02-11,-0.027069355577128307,-0.0189370916647551,-0.029970392962822667,-0.03191499624524108
1983-02-14,-0.02887314878083047,-0.0020058209573475816,-0.023117712304149718,-0.030772184441292483
1983-02-15,-0.015956266407851527,-0.01052786922129878,-0.022328762869913255,-0.021313068001490687
1983-02-16,-0.019418988849224217,-0.022215422853308575,-0.02314681902620641,-0.024810882923620214
1983-02-17,-0.010418193676889675,-0.0221602641813482,-0.011319408340562553,-0.01857714747844763
1983-02-18,-0.008302773412125153,-0.014810279122668968,-0.004515965910419917,-0.013489930224557689
1983-02-21,0.0,-0.014810279122668968,0.0,-0.005567915148546265
1983-02-22,-0.014381471322376438,-0.04843660902178992,-0.02017724304085955,-0.019306869866110743
1983-02-23,-0.0241192246854931,-0.03137598150580334,-0.008322897579184363,-0.020862891982138976
1983-02-24,-0.00624754214275236,0.0,0.0,-0.005573172205390664
1983-02-25,-0.011601627980515117,0.0,0.0,-0.010785854903491487
1983-02-28,-0.054271922282885354,-0.022517293005132943,-0.006992299035158078,-0.03934273341491634
1983-03-01,-0.04922169901040152,0.0,0.0,-0.03275433211136736
1983-03-02,-0.029829452367937215,0.0,0.0,-0.01813196169240683
1983-03-03,-0.029533607745550028,0.0,0.0,-0.018647099670920153
1983-03-04,-0.05654597717233123,0.0,-0.01138673698133974,-0.04064654622272379
1983-03-07,-0.06008003682862617,-7.936153212906305e-05,-0.018751244136909095,-0.04414459680714311
1983-03-08,-0.06632747465513211,-0.03152077903320949,-0.036455892120955236,-0.049269989925896596
1983-03-09,-0.061269785456141035,-0.010981750537757962,-0.027308391787887354,-0.04520842025475991
1983-03-10,-0.06673912161326712,-0.02490460271744621,-0.041699872648795044,-0.05057012130617067
1983-03-11,-0.06483922560287181,-0.03217601183460772,-0.03752617298369321,-0.0468875999422772
1983-03-14,-0.05277208209620077,-0.037500008294022114,-0.038429053575511296,-0.034717659229902775
1983-03-15,-0.05062307143225675,-0.030684938141449014,-0.03732869963536134,-0.03492083048655881
1983-03-16,-0.06560693406375717,-0.050740181255508165,-0.05192614783758043,-0.04470008129347025
1983-03-17,-0.07041512312127418,-0.05360343686786617,-0.05424372364372532,-0.04680273140287772
1983-03-18,-0.06650782008309519,-0.04975626066131911,-0.05182835775842454,-0.044620116642726027
